r_out p_out y_out r_disturb p_disturb y_disturb y_ref p_ref r_ref time
0.52 0.67 0.44 -0.13 -0.20 0.45 0.50 0.50 0.50 21.951
0.50 0.64 0.47 -0.13 -0.20 0.44 0.50 0.50 0.50 21.961
0.48 0.61 0.50 -0.13 -0.20 0.44 0.50 0.50 0.50 21.971
0.45 0.56 0.52 -0.13 -0.20 0.44 0.50 0.50 0.50 21.981
0.43 0.52 0.55 -0.13 -0.20 0.44 0.50 0.50 0.50 21.991
0.40 0.48 0.57 -0.13 -0.21 0.44 0.50 0.50 0.50 22.001
0.38 0.44 0.58 -0.13 -0.21 0.43 0.50 0.50 0.50 22.011
0.36 0.40 0.58 -0.13 -0.21 0.43 0.50 0.50 0.50 22.021
0.35 0.38 0.58 -0.13 -0.22 0.43 0.50 0.50 0.50 22.031
0.34 0.36 0.57 -0.13 -0.22 0.43 0.50 0.50 0.50 22.041
0.35 0.36 0.56 -0.13 -0.22 0.42 0.50 0.50 0.50 22.051
0.35 0.36 0.55 -0.12 -0.23 0.42 0.50 0.50 0.50 22.061
0.37 0.37 0.54 -0.12 -0.23 0.41 0.50 0.50 0.50 22.071
0.39 0.39 0.53 -0.11 -0.23 0.40 0.50 0.50 0.50 22.081
0.41 0.41 0.51 -0.10 -0.23 0.38 0.50 0.50 0.50 22.091
0.43 0.44 0.50 -0.10 -0.23 0.37 0.50 0.50 0.50 22.101
0.45 0.46 0.49 -0.09 -0.23 0.36 0.50 0.50 0.50 22.111
0.47 0.48 0.49 -0.08 -0.23 0.34 0.50 0.50 0.50 22.121
0.48 0.50 0.49 -0.07 -0.22 0.33 0.50 0.50 0.50 22.131
0.50 0.52 0.49 -0.06 -0.22 0.32 0.50 0.50 0.50 22.141
0.51 0.53 0.49 -0.06 -0.21 0.31 0.50 0.50 0.50 22.151
0.52 0.53 0.50 -0.05 -0.21 0.30 0.50 0.50 0.50 22.161
0.53 0.54 0.50 -0.04 -0.20 0.29 0.50 0.50 0.50 22.171
0.54 0.55 0.51 -0.04 -0.20 0.29 0.50 0.50 0.50 22.181
0.54 0.55 0.51 -0.03 -0.19 0.28 0.50 0.50 0.50 22.191
0.54 0.56 0.52 -0.03 -0.19 0.28 0.50 0.50 0.50 22.201
0.55 0.56 0.52 -0.03 -0.19 0.27 0.50 0.50 0.50 22.211
0.55 0.56 0.52 -0.02 -0.19 0.27 0.50 0.50 0.50 22.221
0.55 0.56 0.52 -0.02 -0.19 0.26 0.50 0.50 0.50 22.231
0.54 0.55 0.51 -0.02 -0.19 0.26 0.50 0.50 0.50 22.241
0.54 0.55 0.51 -0.02 -0.18 0.26 0.50 0.50 0.50 22.251
0.54 0.54 0.50 -0.01 -0.18 0.25 0.50 0.50 0.50 22.261
0.54 0.54 0.50 -0.01 -0.18 0.25 0.50 0.50 0.50 22.271
0.54 0.53 0.50 -0.01 -0.18 0.25 0.50 0.50 0.50 22.281
0.53 0.52 0.50 -0.01 -0.18 0.24 0.50 0.50 0.50 22.291
0.53 0.51 0.50 -0.01 -0.18 0.24 0.50 0.50 0.50 22.301
0.53 0.51 0.50 -0.01 -0.18 0.24 0.50 0.50 0.50 22.311
0.52 0.50 0.50 -0.01 -0.18 0.23 0.50 0.50 0.50 22.321
0.52 0.49 0.50 -0.00 -0.18 0.23 0.50 0.50 0.50 22.331
0.52 0.48 0.51 -0.00 -0.18 0.23 0.50 0.50 0.50 22.341
0.52 0.48 0.51 -0.00 -0.18 0.23 0.50 0.50 0.50 22.351
0.52 0.48 0.51 -0.00 -0.18 0.23 0.50 0.50 0.50 22.361
0.52 0.48 0.52 -0.00 -0.18 0.23 0.50 0.50 0.50 22.371
0.52 0.48 0.52 -0.00 -0.18 0.23 0.50 0.50 0.50 22.381
0.52 0.48 0.52 -0.00 -0.18 0.23 0.50 0.50 0.50 22.391
0.52 0.48 0.52 -0.00 -0.18 0.23 0.50 0.50 0.50 22.401
0.52 0.48 0.52 -0.00 -0.18 0.23 0.50 0.50 0.50 22.411
0.52 0.48 0.52 -0.00 -0.18 0.23 0.50 0.50 0.50 22.421
0.52 0.48 0.52 -0.00 -0.18 0.23 0.50 0.50 0.50 22.431
0.52 0.48 0.52 -0.00 -0.18 0.22 0.50 0.50 0.50 22.441
0.52 0.48 0.52 -0.00 -0.18 0.22 0.50 0.50 0.50 22.451
0.52 0.48 0.52 0.00 -0.18 0.22 0.50 0.50 0.50 22.461
0.52 0.48 0.52 0.00 -0.18 0.22 0.50 0.50 0.50 22.471
0.52 0.48 0.52 0.00 -0.18 0.22 0.50 0.50 0.50 22.481
0.52 0.48 0.51 0.00 -0.18 0.22 0.50 0.50 0.50 22.491
0.52 0.48 0.51 0.00 -0.18 0.22 0.50 0.50 0.50 22.501
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.511
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.521
0.52 0.49 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.531
0.52 0.49 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.541
0.52 0.49 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.551
0.52 0.49 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.561
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.571
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.581
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.591
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.601
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.611
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.621
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.631
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.641
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.651
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.661
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.671
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.681
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.691
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.701
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.711
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.721
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.731
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.741
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 22.751
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.761
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.771
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.781
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.791
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.801
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.811
0.52 0.48 0.51 0.00 -0.18 0.21 0.50 0.50 0.50 22.821
0.52 0.48 0.51 0.00 -0.17 0.21 0.50 0.50 0.50 22.831
0.52 0.48 0.51 0.00 -0.17 0.21 0.50 0.50 0.50 22.841
0.52 0.48 0.51 0.00 -0.17 0.21 0.50 0.50 0.50 22.851
0.52 0.48 0.51 0.00 -0.17 0.21 0.50 0.50 0.50 22.861
0.52 0.48 0.51 0.00 -0.17 0.21 0.50 0.50 0.50 22.871
0.52 0.48 0.51 0.00 -0.17 0.21 0.50 0.50 0.50 22.881
0.52 0.48 0.51 0.00 -0.17 0.21 0.50 0.50 0.50 22.891
0.52 0.48 0.51 0.00 -0.17 0.21 0.50 0.50 0.50 22.901
0.52 0.48 0.51 0.00 -0.17 0.21 0.50 0.50 0.50 22.911
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 22.921
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 22.932
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 22.942
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 22.952
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 22.961
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 22.972
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 22.982
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 22.992
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 23.001
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 23.011
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 23.021
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 23.030
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 23.040
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 23.050
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 23.060
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 23.070
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 23.080
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 23.090
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 23.100
0.52 0.48 0.51 0.01 -0.17 0.21 0.50 0.50 0.50 23.110
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 23.120
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 23.130
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 23.140
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 23.150
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 23.160
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 23.170
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 23.180
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 23.190
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 23.200
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 23.210
0.52 0.48 0.51 0.01 -0.18 0.21 0.50 0.50 0.50 23.220
0.52 0.48 0.51 0.01 -0.18 0.20 0.00 -0.00 0.00 23.230
0.52 0.48 0.51 0.01 -0.18 0.20 0.00 -0.00 0.00 23.241
0.52 0.48 0.51 0.01 -0.18 0.20 0.00 -0.00 0.00 23.251
0.52 0.48 0.51 0.01 -0.18 0.20 0.00 -0.00 0.00 23.261
0.52 0.48 0.51 0.01 -0.18 0.20 0.00 -0.00 0.00 23.270
0.52 0.48 0.51 0.01 -0.17 0.20 0.00 -0.00 0.00 23.280
0.51 0.44 0.48 0.01 -0.17 0.20 0.00 -0.00 0.00 23.290
0.48 0.38 0.41 0.01 -0.16 0.20 0.00 -0.00 0.00 23.300
0.42 0.32 0.34 0.01 -0.16 0.20 0.00 -0.00 0.00 23.312
0.35 0.25 0.27 0.01 -0.15 0.20 0.00 -0.00 0.00 23.320
0.27 0.19 0.20 0.01 -0.15 0.19 0.00 -0.00 0.00 23.332
0.19 0.12 0.13 0.02 -0.15 0.19 0.00 -0.00 0.00 23.340
0.11 0.06 0.07 0.01 -0.15 0.19 0.00 -0.00 0.00 23.350
0.04 -0.01 0.03 0.01 -0.16 0.19 0.00 -0.00 0.00 23.360
-0.02 -0.08 -0.01 0.01 -0.17 0.19 0.00 -0.00 0.00 23.370
-0.08 -0.13 -0.03 0.01 -0.17 0.19 0.00 -0.00 0.00 23.380
-0.13 -0.17 -0.02 0.01 -0.18 0.20 0.00 -0.00 0.00 23.390
-0.17 -0.19 -0.01 0.01 -0.19 0.20 0.00 -0.00 0.00 23.400
-0.19 -0.19 -0.01 0.01 -0.19 0.20 0.00 -0.00 0.00 23.410
-0.21 -0.18 0.00 0.00 -0.20 0.21 0.00 -0.00 0.00 23.420
-0.21 -0.17 0.00 0.00 -0.20 0.21 0.00 -0.00 0.00 23.430
-0.21 -0.15 0.01 0.00 -0.21 0.21 0.00 -0.00 0.00 23.440
-0.20 -0.13 0.01 -0.00 -0.21 0.21 0.00 -0.00 0.00 23.450
-0.20 -0.11 0.01 -0.00 -0.21 0.21 0.00 -0.00 0.00 23.460
-0.19 -0.10 0.01 0.00 -0.21 0.21 0.00 -0.00 0.00 23.470
-0.19 -0.08 0.01 0.00 -0.21 0.21 0.00 -0.00 0.00 23.480
-0.18 -0.07 -0.00 0.00 -0.21 0.21 0.00 -0.00 0.00 23.490
-0.18 -0.06 -0.01 0.00 -0.21 0.21 0.00 -0.00 0.00 23.500
-0.17 -0.05 -0.02 0.01 -0.21 0.20 0.00 -0.00 0.00 23.510
-0.17 -0.04 -0.02 0.01 -0.21 0.20 0.00 -0.00 0.00 23.520
-0.16 -0.03 -0.03 0.01 -0.20 0.20 0.00 -0.00 0.00 23.530
-0.15 -0.02 -0.03 0.01 -0.20 0.19 0.00 -0.00 0.00 23.540
-0.14 -0.01 -0.03 0.01 -0.20 0.19 0.00 -0.00 0.00 23.550
-0.14 -0.00 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.560
-0.13 0.00 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.570
-0.12 0.01 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.580
-0.11 0.02 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.590
-0.10 0.02 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.599
-0.08 0.02 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.609
-0.07 0.02 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.620
-0.06 0.02 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.629
-0.05 0.02 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.639
-0.04 0.02 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.649
-0.04 0.01 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.661
-0.03 0.01 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.672
-0.02 0.01 -0.04 0.01 -0.20 0.19 0.00 -0.00 0.00 23.679
-0.02 0.01 -0.04 0.02 -0.20 0.19 0.00 -0.00 0.00 23.689
-0.01 0.01 -0.04 0.02 -0.20 0.19 0.00 -0.00 0.00 23.699
-0.01 0.01 -0.04 0.02 -0.20 0.19 0.00 -0.00 0.00 23.712
-0.01 0.01 -0.03 0.02 -0.20 0.18 0.00 -0.00 0.00 23.719
-0.00 0.01 -0.03 0.02 -0.20 0.18 0.00 -0.00 0.00 23.732
0.00 0.01 -0.03 0.02 -0.20 0.18 0.00 -0.00 0.00 23.739
0.00 0.01 -0.02 0.02 -0.20 0.18 0.00 -0.00 0.00 23.749
0.01 0.01 -0.02 0.02 -0.20 0.18 0.00 -0.00 0.00 23.759
0.01 0.01 -0.02 0.02 -0.19 0.18 0.00 -0.00 0.00 23.773
0.01 0.01 -0.01 0.02 -0.19 0.18 0.00 -0.00 0.00 23.783
0.01 0.02 -0.01 0.02 -0.19 0.17 0.00 -0.00 0.00 23.793
0.02 0.02 -0.01 0.03 -0.19 0.17 0.00 -0.00 0.00 23.801
0.02 0.02 -0.01 0.03 -0.19 0.17 0.00 -0.00 0.00 23.811
0.02 0.02 -0.01 0.03 -0.19 0.16 0.00 -0.00 0.00 23.819
0.02 0.02 -0.01 0.03 -0.18 0.16 0.00 -0.00 0.00 23.833
0.02 0.02 -0.02 0.04 -0.18 0.15 0.00 -0.00 0.00 23.843
0.03 0.03 -0.02 0.04 -0.18 0.15 0.00 -0.00 0.00 23.851
0.03 0.03 -0.02 0.04 -0.17 0.14 0.00 -0.00 0.00 23.862
0.03 0.03 -0.03 0.05 -0.17 0.13 0.00 -0.00 0.00 23.873
0.04 0.04 -0.03 0.05 -0.17 0.13 0.00 -0.00 0.00 23.883
0.04 0.04 -0.03 0.06 -0.16 0.12 0.00 -0.00 0.00 23.893
0.05 0.05 -0.03 0.06 -0.16 0.11 0.00 -0.00 0.00 23.903
0.05 0.05 -0.04 0.07 -0.15 0.10 0.00 -0.00 0.00 23.913
0.05 0.06 -0.04 0.07 -0.14 0.09 0.00 -0.00 0.00 23.923
0.06 0.07 -0.04 0.08 -0.14 0.08 0.00 -0.00 0.00 23.933
0.06 0.07 -0.04 0.08 -0.13 0.08 0.00 -0.00 0.00 23.943
0.07 0.08 -0.04 0.09 -0.13 0.07 0.00 -0.00 0.00 23.953
0.07 0.08 -0.05 0.09 -0.12 0.06 0.00 -0.00 0.00 23.962
0.08 0.08 -0.05 0.10 -0.11 0.05 0.00 -0.00 0.00 23.973
0.08 0.08 -0.05 0.11 -0.10 0.04 0.00 -0.00 0.00 23.983
0.09 0.08 -0.05 0.11 -0.10 0.02 0.00 -0.00 0.00 23.993
0.09 0.08 -0.05 0.12 -0.09 0.01 0.00 -0.00 0.00 24.003
0.09 0.07 -0.05 0.12 -0.08 0.00 0.00 -0.00 0.00 24.012
0.10 0.06 -0.05 0.13 -0.07 -0.01 0.00 -0.00 0.00 24.023
0.10 0.06 -0.05 0.13 -0.06 -0.02 0.00 -0.00 0.00 24.033
0.11 0.05 -0.06 0.14 -0.05 -0.04 0.00 -0.00 0.00 24.043
0.11 0.04 -0.06 0.15 -0.05 -0.05 0.00 -0.00 0.00 24.053
0.12 0.04 -0.06 0.15 -0.04 -0.06 0.00 -0.00 0.00 24.062
0.13 0.04 -0.06 0.16 -0.03 -0.08 0.00 -0.00 0.00 24.073
0.13 0.03 -0.06 0.16 -0.02 -0.09 0.00 -0.00 0.00 24.083
0.13 0.03 -0.05 0.17 -0.01 -0.11 0.00 -0.00 0.00 24.093
0.13 0.03 -0.05 0.17 0.00 -0.12 0.00 -0.00 0.00 24.103
0.11 0.02 -0.04 0.18 0.01 -0.14 0.00 -0.00 0.00 24.113
0.10 0.02 -0.04 0.18 0.02 -0.15 0.00 -0.00 0.00 24.123
0.09 0.01 -0.03 0.19 0.02 -0.16 0.00 -0.00 0.00 24.133
0.07 0.00 -0.03 0.19 0.03 -0.18 0.00 -0.00 0.00 24.143
0.06 -0.00 -0.02 0.20 0.04 -0.19 0.00 -0.00 0.00 24.153
0.05 -0.01 -0.02 0.20 0.04 -0.21 0.00 -0.00 0.00 24.163
0.04 -0.02 -0.02 0.21 0.04 -0.22 0.00 -0.00 0.00 24.173
0.04 -0.02 -0.01 0.21 0.05 -0.23 0.00 -0.00 0.00 24.183
0.03 -0.03 -0.01 0.22 0.05 -0.25 0.00 -0.00 0.00 24.193
0.03 -0.03 -0.01 0.22 0.05 -0.26 0.00 -0.00 0.00 24.203
0.02 -0.04 -0.01 0.22 0.05 -0.27 0.00 -0.00 0.00 24.213
0.02 -0.04 -0.00 0.23 0.06 -0.28 0.00 -0.00 0.00 24.223
0.01 -0.05 -0.00 0.23 0.06 -0.30 0.00 -0.00 0.00 24.233
0.01 -0.05 -0.00 0.23 0.06 -0.31 0.00 -0.00 0.00 24.243
0.00 -0.06 -0.01 0.24 0.06 -0.33 0.00 -0.00 0.00 24.253
0.00 -0.06 -0.01 0.24 0.06 -0.35 0.00 -0.00 0.00 24.263
0.00 -0.07 -0.01 0.25 0.06 -0.37 0.00 -0.00 0.00 24.273
0.01 -0.08 -0.02 0.25 0.06 -0.38 0.00 -0.00 0.00 24.283
0.01 -0.08 -0.02 0.26 0.06 -0.40 0.00 -0.00 0.00 24.293
0.01 -0.09 -0.02 0.26 0.06 -0.42 0.00 -0.00 0.00 24.303
0.01 -0.09 -0.03 0.27 0.06 -0.44 0.00 -0.00 0.00 24.313
0.01 -0.09 -0.03 0.27 0.06 -0.46 0.00 -0.00 0.00 24.323
0.01 -0.08 -0.02 0.28 0.06 -0.47 0.00 -0.00 0.00 24.333
0.00 -0.08 -0.02 0.28 0.06 -0.49 0.00 -0.00 0.00 24.343
0.00 -0.08 -0.02 0.29 0.06 -0.50 0.00 -0.00 0.00 24.353
-0.00 -0.07 -0.01 0.29 0.06 -0.51 0.00 -0.00 0.00 24.363
-0.01 -0.07 -0.00 0.29 0.06 -0.52 0.00 -0.00 0.00 24.373
-0.02 -0.07 0.00 0.30 0.06 -0.53 0.00 -0.00 0.00 24.383
-0.03 -0.07 0.01 0.30 0.06 -0.54 0.00 -0.00 0.00 24.393
-0.04 -0.07 0.02 0.30 0.06 -0.54 0.00 -0.00 0.00 24.403
-0.05 -0.06 0.03 0.30 0.06 -0.54 0.00 -0.00 0.00 24.413
-0.07 -0.06 0.04 0.30 0.05 -0.54 0.00 -0.00 0.00 24.423
-0.08 -0.06 0.06 0.29 0.05 -0.54 0.00 -0.00 0.00 24.433
-0.10 -0.06 0.07 0.29 0.05 -0.54 0.00 -0.00 0.00 24.443
-0.11 -0.05 0.08 0.29 0.05 -0.53 0.00 -0.00 0.00 24.453
-0.12 -0.05 0.08 0.28 0.04 -0.53 0.00 -0.00 0.00 24.463
-0.13 -0.05 0.09 0.28 0.04 -0.53 0.00 -0.00 0.00 24.473
-0.13 -0.05 0.09 0.28 0.04 -0.52 0.00 -0.00 0.00 24.483
-0.13 -0.04 0.10 0.28 0.03 -0.52 0.00 -0.00 0.00 24.493
-0.14 -0.04 0.10 0.28 0.03 -0.51 0.00 -0.00 0.00 24.503
-0.14 -0.04 0.11 0.28 0.03 -0.50 0.00 -0.00 0.00 24.513
-0.14 -0.04 0.12 0.27 0.03 -0.50 0.00 -0.00 0.00 24.523
-0.14 -0.04 0.12 0.27 0.02 -0.49 0.00 -0.00 0.00 24.533
-0.13 -0.04 0.13 0.27 0.02 -0.49 0.00 -0.00 0.00 24.544
-0.13 -0.03 0.13 0.26 0.02 -0.48 0.00 -0.00 0.00 24.554
-0.12 -0.03 0.14 0.26 0.01 -0.47 0.00 -0.00 0.00 24.564
-0.12 -0.03 0.15 0.26 0.01 -0.46 0.00 -0.00 0.00 24.575
-0.11 -0.02 0.16 0.25 0.01 -0.45 0.00 -0.00 0.00 24.585
-0.10 -0.02 0.16 0.25 0.00 -0.44 0.00 -0.00 0.00 24.595
-0.10 -0.01 0.16 0.25 -0.00 -0.43 0.00 -0.00 0.00 24.605
-0.09 -0.01 0.15 0.24 -0.01 -0.42 0.00 -0.00 0.00 24.615
-0.08 -0.00 0.13 0.24 -0.01 -0.40 0.00 -0.00 0.00 24.625
-0.08 0.00 0.11 0.23 -0.02 -0.39 0.00 -0.00 0.00 24.635
-0.07 0.00 0.09 0.23 -0.02 -0.38 0.00 -0.00 0.00 24.645
-0.06 0.01 0.07 0.22 -0.03 -0.37 0.00 -0.00 0.00 24.655
-0.05 0.01 0.05 0.22 -0.03 -0.36 0.00 -0.00 0.00 24.665
-0.04 0.01 0.03 0.22 -0.04 -0.34 0.00 -0.00 0.00 24.675
-0.04 0.01 0.02 0.21 -0.05 -0.33 0.00 -0.00 0.00 24.685
-0.03 0.01 0.01 0.21 -0.05 -0.32 0.00 -0.00 0.00 24.695
-0.02 0.01 0.00 0.21 -0.06 -0.31 0.00 -0.00 0.00 24.705
-0.01 0.01 -0.00 0.20 -0.06 -0.30 0.00 -0.00 0.00 24.715
-0.00 0.01 -0.01 0.20 -0.06 -0.28 0.00 -0.00 0.00 24.725
0.01 0.01 -0.01 0.20 -0.07 -0.27 0.00 -0.00 0.00 24.735
0.01 0.01 -0.01 0.19 -0.07 -0.26 0.00 -0.00 0.00 24.745
0.02 0.01 -0.01 0.19 -0.08 -0.25 0.00 -0.00 0.00 24.755
0.02 0.01 -0.01 0.18 -0.08 -0.24 0.00 -0.00 0.00 24.765
0.03 0.01 -0.01 0.18 -0.08 -0.23 0.00 -0.00 0.00 24.775
0.03 0.01 -0.01 0.18 -0.09 -0.21 0.00 -0.00 0.00 24.785
0.03 0.01 -0.01 0.17 -0.09 -0.20 0.00 -0.00 0.00 24.795
0.03 0.02 -0.01 0.17 -0.09 -0.19 0.00 -0.00 0.00 24.805
0.03 0.02 -0.01 0.16 -0.09 -0.17 0.00 -0.00 0.00 24.815
0.03 0.02 -0.01 0.16 -0.10 -0.16 0.00 -0.00 0.00 24.825
0.03 0.02 -0.01 0.16 -0.10 -0.15 0.00 -0.00 0.00 24.835
0.04 0.02 -0.01 0.15 -0.10 -0.13 0.00 -0.00 0.00 24.845
0.04 0.03 -0.01 0.14 -0.10 -0.12 0.00 -0.00 0.00 24.856
0.04 0.03 -0.01 0.14 -0.11 -0.11 0.00 -0.00 0.00 24.865
0.04 0.03 -0.01 0.13 -0.11 -0.09 0.00 -0.00 0.00 24.875
0.04 0.02 -0.01 0.13 -0.11 -0.08 0.00 -0.00 0.00 24.886
0.04 0.02 -0.01 0.12 -0.11 -0.06 0.00 -0.00 0.00 24.895
0.03 0.02 -0.01 0.12 -0.11 -0.05 0.00 -0.00 0.00 24.906
0.03 0.02 -0.01 0.11 -0.11 -0.03 0.00 -0.00 0.00 24.915
0.03 0.02 -0.00 0.10 -0.12 -0.02 0.00 -0.00 0.00 24.926
0.03 0.02 -0.00 0.10 -0.12 0.00 0.00 -0.00 0.00 24.935
0.03 0.02 0.00 0.09 -0.12 0.02 0.00 -0.00 0.00 24.946
0.03 0.02 0.00 0.09 -0.12 0.03 0.00 -0.00 0.00 24.955
0.03 0.02 0.00 0.08 -0.12 0.05 0.00 -0.00 0.00 24.966
0.03 0.02 0.00 0.08 -0.12 0.06 0.00 -0.00 0.00 24.976
0.03 0.02 -0.00 0.07 -0.12 0.08 0.00 -0.00 0.00 24.986
0.02 0.02 -0.00 0.06 -0.12 0.10 0.00 -0.00 0.00 24.995
0.02 0.01 -0.00 0.06 -0.12 0.11 0.00 -0.00 0.00 25.006
0.02 0.01 -0.00 0.05 -0.12 0.13 0.00 -0.00 0.00 25.016
0.02 0.01 -0.00 0.04 -0.12 0.15 0.00 -0.00 0.00 25.026
0.02 0.01 -0.00 0.03 -0.12 0.16 0.00 -0.00 0.00 25.036
0.01 0.01 -0.00 0.03 -0.12 0.18 0.00 -0.00 0.00 25.046
0.01 0.01 0.00 0.02 -0.12 0.20 0.00 -0.00 0.00 25.055
0.01 0.01 0.00 0.01 -0.12 0.22 0.00 -0.00 0.00 25.066
0.01 0.01 0.01 0.00 -0.12 0.23 0.00 -0.00 0.00 25.076
0.01 0.01 0.01 -0.00 -0.12 0.25 0.00 -0.00 0.00 25.086
0.01 0.01 0.01 -0.01 -0.12 0.26 0.00 -0.00 0.00 25.096
0.01 0.01 0.01 -0.02 -0.12 0.28 0.00 -0.00 0.00 25.106
0.01 0.00 0.01 -0.03 -0.11 0.30 0.00 -0.00 0.00 25.116
0.01 0.00 0.01 -0.03 -0.11 0.31 0.00 -0.00 0.00 25.126
0.01 -0.00 0.01 -0.04 -0.11 0.33 0.00 -0.00 0.00 25.136
0.01 -0.00 0.01 -0.04 -0.11 0.34 0.00 -0.00 0.00 25.146
0.01 -0.00 0.00 -0.05 -0.11 0.36 0.00 -0.00 0.00 25.156
0.01 -0.00 0.00 -0.05 -0.10 0.37 0.00 -0.00 0.00 25.166
0.02 0.00 -0.00 -0.06 -0.10 0.38 0.00 -0.00 0.00 25.176
0.02 0.00 -0.01 -0.06 -0.10 0.39 0.00 -0.00 0.00 25.186
0.02 0.00 -0.01 -0.07 -0.10 0.41 0.00 -0.00 0.00 25.196
0.02 0.01 -0.01 -0.07 -0.09 0.42 0.00 -0.00 0.00 25.206
